Name,Discipline,Affiliation,Qualifition
Dr. Aziza Kapadia,Health Sciences,"University of Karachi, Karachi",MBBS
Dr. Azra Talat Sayeed,Social Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Badar Sami,Information Technology,"University of Karachi, Karachi",Ph.D.
Dr. Basit Ansari,Health Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Bilquees Gul,Biological Sciences,"University of Karachi, Karachi",
Dr. Bina Shaheen Siddiqui,Chemical Sciences,"University of Karachi, Karachi",Ph.D.
Binesh Siddiqui,Chemical Sciences,"university of karachi, Karachi",M.Phil
Dr. Bushra,Earth Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Bushra Jabein Mehdi,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Bushra Shamshad,Mathematics & Statistics,"University of Karachi, Karachi",Ph.D.
Dania Parvez Hashmi,Social Sciences,"University of Karachi, Karachi",MS
Daniyal Siddiq,Biological Sciences,"university of karachi, Karachi",MS
Darakhsan Nawab,Health Sciences,"University of Karachi, Karachi",MS
Dr. Darakhshan Jabeen Haleem,Health Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Darakhshan Mehboob Saleem,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Dilshad Waqar,Chemical Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Durdana Kanwal,Biological Sciences,"University of Karachi, Karachi",
Dr. Ehsan Elahi Valeem,Biological Sciences,"University of Karachi, Karachi",
Dr. Ehtesham Hussain,Mathematics & Statistics,"University of Karachi, Karachi",Ph.D.
Dr. Ejaz Ahmed,Mathematics & Statistics,"University of Karachi, Karachi",Ph.D.
Ejaz Hassan,biological Sciences,"University of Karachi, Karachi",M.Phil
Dr. Eng. Shagufta Ishteyaque,Engineering Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Erum Adeel,Biological Sciences,"university of karachi, Karachi",Ph.D.
Dr. Erum Bashir,Earth Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Erum Shoaib,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Erum Zahir,Chemical Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Faisal Ahmed Khan,Physics,"University of Karachi, Karachi",Ph.D. in progress
Dr. Faisal Mehdi,Agricultural Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Faiza Anwar Ansari,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Faiza Sami,Biological Sciences,"University of Karachi, Karachi",
Farah Mazhar,Health Sciences,"University of Karachi, Karachi",M.Phil
Dr. Farah Naz,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Fareeda Farrukh,Physics,"University of Karachi, Karachi",M.Phil
Fareeha Sultan,Mathematics & Statistics,"university of karachi, Karachi",M. Phil.
Dr. Farhan Ahmed Siddiqui,Information Technology,"University of Karachi, Karachi",Ph.D.
Dr. Farhat Batool,Biological Sciences,"University of Karachi, Karachi",
Dr. Farheen Jabeen,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Farkhunda Burke,Earth Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Farooq Rahman Soomro,Health Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Faryal Vali Mohammad,Chemical Sciences,"University of Karachi, Karachi",
Dr. Farzana Shaheen,Chemical Sciences,"University of Karachi, Karachi",
Dr. Farzana Yousuf,biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Fasihuddin Ahmed Ansari,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Fatima Z. Basha,Chemical Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Fauzia Haider,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Fazal Hameed Khan,Health Sciences,"University of Karachi, Karachi",MBBS
Dr. Feroz Alam Jafri,Agricultural Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Firdous Imran,Chemical Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Firoz Ahmed,Physics,"University of Karachi, Karachi",Ph.D.
Dr. Fouad M. Qureshi,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Fouzia Hassan,Health Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Fouzia Sultana Rehmani,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Ghazal Khawaja Hummayun Akhtar,Social Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Ghazala Yasmeen,biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Ghulam Abbas,Chemical Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Habib Fatima,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Habib-Ul-Hassan,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Habibullah Baloch,biological Sciences,"University of Karachi, Karachi",MS
Hafiza Amna Batool,Health Sciences,"university of karachi, Karachi",M.Phil
Dr. Hafza Asma Shafique,Biological Sciences,"university of karachi, Karachi",Ph.D.
Dr. Hajira Tahir,Chemical Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Hajra Khatoon,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Hamida Sultan Muhammad,Chemical Sciences,"University of Karachi, Karachi",
Dr. Hamna Rafiq,Biological Sciences,"university of karachi, Karachi",Ph.D.
Dr. Hasan Salman Siddiqi,Health Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Hina Saeed Baig,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Hina Siddiqui,Chemical Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Hira Rafi,Biological Sciences,"university of karachi, Karachi",Ph.D.
Dr. Huma Aslam Bhatti,Chemical Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Huma Ikram,Biological Sciences,"University of Karachi, Karachi",
Dr. Humaira Bano,Chemical Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Humaira Siddiqi,Chemical Sciences,"University of Karachi, Karachi",
Humam Ahmed,Chemical Sciences,"university of karachi, Karachi",M.Phil
Dr. Humera Tariq,Information Technology,"University of Karachi, Karachi",Ph.D.
Dr. Hussain Saleem,Information Technology,"University of Karachi, Karachi",Ph.D.
Dr. Imran,Physics,"University of Karachi, Karachi",Ph.D.
Dr. Imran Ali Hashmi,Chemical Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Intikhab,Physics,"University of Karachi, Karachi",
Dr. Intikhab Ulfat,Physics,"University of Karachi, Karachi",Ph.D.
Dr. Iqbal Ahmed Memon,Health Sciences,"University of Karachi, Karachi",MBBS
Dr. Iqbal Azhar,Health Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Irfan Aziz,Biological Sciences,"University of Karachi, Karachi",
Dr. Irfan Jeeva,Health Sciences,"University of Karachi, Karachi",MBBS
Dr. Irshad Hussain Naqvi,Health Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Ishtiaq Ahmad Khan,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Itrat Anis,Chemical Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Itrat Fatima,Chemical Sciences,"University of Karachi, Karachi",
Dr. Jamal Nasir,Health Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Jamil Hassan Kazmi,Earth Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Jamshed Hashim,Chemical Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Javed Iqbal,Mathematics & Statistics,"University of Karachi, Karachi",Ph.D.
Dr. Javed Zaki,Biological Sciences,"University of Karachi, Karachi",
Dr. Jehan Ara,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Junaid Saghir Siddiqui,Mathematics & Statistics,"University of Karachi, Karachi",Ph.D.
Dr. Kamran Azim,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Kaneez Fatima,Social Sciences,"university of karachi, Karachi",Ph.D.
Dr. Kanwal Haneef,Biological Sciences,"University of Karachi, Karachi",
Dr. Karim Gabol,biological Sciences,"University of Karachi, Karachi",Ph.D.
Kashan Majeed,Mathematics & Statistics,"University of Karachi, Karachi",M. Phil.
Dr. Khalid Mohammed Khan,Chemical Sciences,"University of Karachi, Karachi",
Dr. Khalida Mahmood,Earth Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Khurram Kamran,Mathematics & Statistics,"University of Karachi, Karachi",Ph.D.
Kumal Aziz,Chemical Sciences,"university of karachi, Karachi",M.Phil.
Laraib Liaquat,Biological Sciences,"University of Karachi, Karachi",
Dr. Lena Jafri,Biological Sciences,"University of Karachi, Karachi",MBBS
Dr. Lubna,Chemical Sciences,"University of Karachi, Karachi",
Dr. Lumaan Sheikh,Health Sciences,"University of Karachi, Karachi",MBBS
Dr. M Shaiq Ali,Chemical Sciences,"University of Karachi, Karachi",Ph.D.
Dr. M. Abdul Haq,Agricultural Sciences,"University of Karachi, Karachi",Ph.D.
Dr. M. Abid Hasnain,Agricultural Sciences,"University of Karachi, Karachi",Ph.D.
Dr. M. Ajmal Khan,Biological Sciences,"University of Karachi, Karachi",
Dr. M. Arshad Azmi,biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. M. Farhanullah Khan,biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. M. Niamatullah,Earth Sciences,"University of Karachi, Karachi",Ph.D.
Dr. M. Sadiq Ali Khan;,Information Technology,"University of Karachi, Karachi",Ph.D.
Dr. M. Saeed Arayne,Chemical Sciences,"University of Karachi, Karachi",
Dr. M. Shakeel Ahmed Khan,Biological Sciences,"University of Karachi, Karachi",
Dr. M. Sohail Khan,Health Sciences,"University of Karachi, Karachi",Ph.D.
Dr. M. Zaheer Khan,biological Sciences,"University of Karachi, Karachi",Ph.D.
Mahnoor Nadeem,Biological Sciences,"University of Karachi, Karachi",MS
Dr. Majid Mumtaz,Chemical Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Maqsood A. Ansari,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Maqsood Alam,Physics,"University of Karachi, Karachi",M.Phil
Dr. Maqsood Sarwar,Mathematics & Statistics,"university of karachi, Karachi",Ph.D.
Marium Shaikh,Agricultural Sciences,"University of Karachi, Karachi",
Dr. Marium Tariq,Biological Sciences,"university of karachi, Karachi",Ph.D. in progress
Dr. Masarrat Jahan Yousuf,biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Masood Anwer Qureshi,Health Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Meher Hassan,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Mehmood Azam,Agricultural Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Mohammad Athar,Agricultural Sciences,"University of Karachi, Karachi",
Dr. Mohammad Attaullah,biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Mohammad Javed Zaki,Biological Sciences,"University of Karachi, Karachi","Post-Doc, Ph.D."
Dr. Mubeen Rani,Chemical Sciences,"University of Karachi, Karachi",
Dr. Mudassar Azhar,Health Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Mudassiruddin,Mathematics & Statistics,"University of Karachi, Karachi",Ph.D.
Dr. Muhamamd Azeem,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Muhamamd Qasim,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Muhammad Abdul Azeem,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Muhammad Ahmed Mesaik,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Muhammad Anis,Biological Sciences,"University of Karachi, Karachi",
Dr. Muhammad Arfan,Chemical Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Muhammad Asim,Social Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Muhammad Faheem Siddiqui,Biological Sciences,"University of Karachi, Karachi",
Dr. Muhammad Hafizur Rahman,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Muhammad Hanif,Chemical Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Muhammad Harris Shoaib,Chemical Sciences,"University of Karachi, Karachi",
Dr. Muhammad Imran Malik,Chemical Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Muhammad Imtiaz,Mathematics & Statistics,"University of Karachi, Karachi",Ph.D.
Dr. Muhammad Iqbal Bhanger,Chemical Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Muhammad Jawed Iqbal,Physics,"University of Karachi, Karachi",
Dr. Muhammad Kabir,Biological Sciences,"University of Karachi, Karachi",
Muhammad Moazzam Khan,biological Sciences,"University of Karachi, Karachi",MS
Dr. Muhammad Mohtasheemul Hasan,Health Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Muhammad Nasiruddin Khan,Chemical Sciences,"University of Karachi, Karachi",
Muhammad Nawaz,Social Sciences,"University of Karachi, Karachi",M.Phil
Dr. Muhammad Noman Syed,Biological Sciences,"University of Karachi, Karachi",
Dr. Muhammad Qasim,Biological Sciences,"University of Karachi, Karachi",
Dr. Muhammad Raza Shah,Chemical Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Muhammad Saeed,Information Technology,"University of Karachi, Karachi",Ph.D.
Dr. Muhammad Saleem,Chemical Sciences,"University of Karachi, Karachi",
Dr. Muhammad Shafiq,Biological Sciences,"University of Karachi, Karachi",
Dr. Muhammad Shahid Qureshi,Mathematics & Statistics,"University of Karachi, Karachi",Ph.D.
Dr. Muhammad Shoaib,biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Muhammad Shoaib Kiani,Biological Sciences,"university of karachi, Karachi",Ph.D.
Dr. Muhammad Sohail,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Muhammad Suleman Imtaiz,Health Sciences,"University of Karachi, Karachi",Ph.D. in progress
Dr. Muhammad Waqar Hameed,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Muhammad Waseem Abbasi,Biological Sciences,"university of karachi, Karachi",Ph.D.
Dr. Muhammad Yousuf Adnan,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Muhammad Zafar Iqbal,Biological Sciences,"University of Karachi, Karachi",
Dr. Muhammad Zaheer Ahmed,Biological Sciences,"University of Karachi, Karachi",
Dr. Muhammad Zahid Farhad,Chemical Sciences,"university of karachi, Karachi",Ph.D. in Progress
Dr. Munawar Rashid,Chemical Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Munawwer Rasheed,Chemical Sciences,"University of Karachi, Karachi",
Dr. Muneeba Khan,Biological Sciences,"University of Karachi, Karachi",
Dr. Munira Naz Balouch,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Musarrat Ul Ain,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Mushaiyada Mairaj,Biological Sciences,"University of Karachi, Karachi",M. Phil.
Dr. Mustafa Kamal,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Muti Ur Rahman,biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Muti-Ur-Rahman,Agricultural Sciences,"University of Karachi, Karachi",Ph.D.
Nabia Siddiqui,Agricultural Sciences,"University of Karachi, Karachi",M. Phil.
Dr. Nadeem Mahmood,Information Technology,"University of Karachi, Karachi",Ph.D.
Dr. Nadia Khan,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Nadia Naeem,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Nadir Naveed Siddiqui,Biological Sciences,"University of Karachi, Karachi",
Dr. Najeeb Alam Khan,Mathematics & Statistics,"University of Karachi, Karachi",Ph.D.
Dr. Najma Sultana,Chemical Sciences,"University of Karachi, Karachi",
Najmul Hasan,Biological Sciences,"University of Karachi, Karachi",
Dr. Narjis Naz,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Nasir Mehmood,Agricultural Sciences,"University of Karachi, Karachi",M.Phil
Dr. Nasir Salman,Social Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Nasir Uddin Khan,Chemical Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Nasira Khatoon,biological Sciences,"University of Karachi, Karachi",Ph.D.
Natasha Abbas Butt,Agricultural Sciences,"University of Karachi, Karachi",M. Phil.
Dr. Naushaba Rafiq,Chemical Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Naveed Ahmad Tahir,Social Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Nayab Kanwal,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Neelofer Hamid,Biological Sciences,"University of Karachi, Karachi",M.Phil
Dr. Nida Ambreen,Chemical Sciences,"University of Karachi, Karachi",
Nida Rehman,Biological Sciences,"University of Karachi, Karachi",MS
Dr. Nikhat Yasmin,biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Nizam Uddin,Chemical Sciences,"University of Karachi, Karachi",
Noureen Farooq,Biological Sciences,"University of Karachi, Karachi",M. Phil.
Nusrat Hussain,Chemical Sciences,"University of Karachi, Karachi",
Dr. Obaid Y. Khan,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Omm-E-Hany,Earth Sciences,"University of Karachi, Karachi",
Dr. Pirzada Jamal Ahmed Siddiqui,Biological Sciences,"University of Karachi, Karachi",
Dr. Qudsia Begum,Biological Sciences,"university of karachi, Karachi",Ph.D.
Dr. Qurrat Ul Ain,Chemical Sciences,"University of Karachi, Karachi",
Dr. R. M Tariq Bin Anwar Din,biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Rabia Ismail Yousuf,Chemical Sciences,"University of Karachi, Karachi",
Dr. Rafat Ali Siddiqui,Health Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Rafeeq Alam Khan,Health Sciences,"University of Karachi, Karachi",Ph.D.
Rafia Jawed,Social Sciences,"University of Karachi, Karachi",M.Phil
Dr. Rafia Saeed,Chemical Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Rahat Sultana,Chemical Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Raheela Naz,Chemical Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Raheela Rahmat Zohra,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Rahela Najam,Health Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Rahila Najam,Chemical Sciences,"University of Karachi, Karachi",
Dr. Rahila Tabassum,biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Raiha Qadri,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Rakhshanda Baqai,Biological Sciences,"University of Karachi, Karachi",
Dr. Raoof Muhammad Niazi,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Rashida Perveen,Chemical Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Rauf Parekh,Social Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Reaz Uddin,Chemical Sciences,"University of Karachi, Karachi",
Rehan Ahmed,Biological Sciences,"university of karachi, Karachi",MS
Dr. Rehana Saeed,Chemical Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Rehana Yasmeen Farooque,biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Reifat Ara Jamal,Chemical Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Rifat Ara Jamal,Chemical Sciences,"University of Karachi, Karachi",
Dr. Rizwana Muneer,Social Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Rizwana S. Waraich,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Roquya Siddiqi,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Rubina Abid,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Rubina Iqbal,Biological Sciences,"University of Karachi, Karachi",M.Phil.
Dr. S. M. Aqil Burney,Information Technology,"University of Karachi, Karachi",Ph.D.
Dr. S. M. Ghufram Saeed,Agricultural Sciences,"University of Karachi, Karachi",Ph.D.
Dr. S. M. Khalid Jama,Information Technology,"University of Karachi, Karachi",Ph.D.
Dr. S. S. Anser Rizvi,biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. S. Shahzad Haider,Health Sciences,"University of Karachi, Karachi",MBBS
Dr. S. Waseemuddin Ahmed,Health Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Saadiya Aziz Karim,Health Sciences,"University of Karachi, Karachi","FCPS, MBBS"
Dr. Sabira Begum,Chemical Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Sabira Naqvi,Biological Sciences,"University of Karachi, Karachi",
Dr. Sadaf Gu,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Sadaf Gul,Biological Sciences,"University of Karachi, Karachi",
Dr. Sadaf Naseem,Earth Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Saddia Galani,Agricultural Sciences,"University of Karachi, Karachi",
Sadia Ghousia Baig,Health Sciences,"University of Karachi, Karachi",M.Phil.
Dr. Sadia Rehman,Chemical Sciences,"University of Karachi, Karachi",
Sadia Sadir,Biological Sciences,"University of Karachi, Karachi",
Dr. Sadia Saleem,Biological Sciences,"University of Karachi, Karachi",
Dr. Safia Urooj,Social Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Sahir Odhano,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Said Nadeem,Chemical Sciences,"University of Karachi, Karachi",
Dr. Saida Haider,Biological Sciences,"University of Karachi, Karachi",
Dr. Saifuddin Jilani,Physics,"University of Karachi, Karachi",Ph.D.
Dr. Saifullah Khan,Biological Sciences,"University of Karachi, Karachi",
Dr. Saifullah Khan Rao,Agricultural Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Saima Rasheed,Chemical Sciences,"University of Karachi, Karachi",
Dr. Saima Saleem,Biological Sciences,"University of Karachi, Karachi",
Dr. Saima Shaikh,Earth Sciences,"University of Karachi, Karachi",Ph.D.
Saiqa Tabassum,Biological Sciences,"University of Karachi, Karachi",
Saira Ishaq,Biological Sciences,"University of Karachi, Karachi",M. Phil.
Dr. Salma Javed,Biological Sciences,"University of Karachi, Karachi",
Dr. Salma Rafi,Earth Sciences,"University of Karachi, Karachi",Ph.D.
Salman Ahmed,Health Sciences,"University of Karachi, Karachi",M.Phil
Dr. Salman Gulzar,Biological Sciences,"University of Karachi, Karachi",
Dr. Samia Ahmed,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Samina Bano,Biological Sciences,"University of Karachi, Karachi",
Dr. Sammer Yousuf,Chemical Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Samreen Mirza,biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Sana,Biological Sciences,"university of karachi, Karachi",Ph.D
Saqiba Riaz,Chemical Sciences,"university of karachi, Karachi",M.Phil
Dr. Sarwar Jahan Abbasi,Mathematics & Statistics,"University of Karachi, Karachi",Ph.D.
Sarwat Afshan,Biological Sciences,"University of Karachi, Karachi",M.Phil
Dr. Seema Shafique,Biological Sciences,"University of Karachi, Karachi",
Dr. Seema Tahir,biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Seemi Aziz,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Sehrish Hafeez,Chemical Sciences,"University of Karachi, Karachi",M.Phil
Dr. Sehrish Shafeeq,Biological Sciences,"university of karachi, Karachi",Ph.D.
Dr. Shabana Rizvi,Physics,"University of Karachi, Karachi",Ph.D.
Dr. Shabana Usman Simjee,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Shagufta Afaq,Chemical Sciences,"university of karachi, Karachi",Ph.D. in progress
Dr. Shagufta Riaz,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Shagufta Shahzadi,Social Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Shah Ali Ul Qader,Biological Sciences,"University of Karachi, Karachi",
Dr. Shahana Urooj Kazmi,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Shahbaz Manzoor,Chemical Sciences,"University of Karachi, Karachi",M.Phil
Dr. Shaheena Naz,Agricultural Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Shahid Mehmood,Physics,"University of Karachi, Karachi",Ph.D.
Dr. Shahid Naseem,Earth Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Shahida Sajjad,Social Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Shahina Fayyaz,Biological Sciences,"University of Karachi, Karachi",
Dr. Shahnaz Dawar,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Shahzad Ahmed Khan,Social Sciences,"University of Karachi, Karachi",MS
Dr. Shaikh Mohiuddin,Chemical Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Shaikh Sirajuddin Nizami,Chemical Sciences,"University of Karachi, Karachi",Ph.D
Dr. Shaista Shaheen Zafar,Social Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Shakeel Ahmed Khan,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Shakeel Ur Rehman Farooqui,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Shakil Ahmed,Social Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Shamim A. Qureshi Qureshi,Biological Sciences,"University of Karachi, Karachi",
Dr. Shamim Akhtar,Chemical Sciences,"University of Karachi, Karachi",
Dr. Shamsa Kanwal,Chemical Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Shamshad Akhtar,Earth Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Shamshad Zarina,Biological Sciences,"University of Karachi, Karachi",
Dr. Shazia Nisar,Chemical Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Shehlla Imam,Health Sciences,"university of karachi, Karachi",Ph.D.
Dr. Sheikh Ajaz Rasool,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Sher Khan Panhwar,Agricultural Sciences,"University of Karachi, Karachi",
Shumayla Ayub,Biological Sciences,"University of Karachi, Karachi",M. Phil.
Sidra Zaheer,Mathematics & Statistics,"University of Karachi, Karachi",
Dr. Simeen Mansoor,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Sina Aziz,Health Sciences,"University of Karachi, Karachi",
Dr. Sobia Rana,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Sohaila Farooqi,Social Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Solaha Rahman,biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Sonia Siddiqui,Health Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Suboohi Safdar,Mathematics & Statistics,"University of Karachi, Karachi",Ph.D.
Sumaiya Binte Hamid,Biological Sciences,"university of karachi, Karachi",M.Phil
Dr. Sumayya Saeed,Chemical Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Sumera Farooq,biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Summiaya Rahim,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Summyia Masood,Chemical Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Surayya Khatoon,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Syed Abdus Subhan,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Syed Abid Ali,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Syed Anwar Ali Zaidi,Mathematics & Statistics,"University of Karachi, Karachi",Ph.D.
Dr. Syed Arif Kamal,Mathematics & Statistics,"University of Karachi, Karachi",Ph.D.
Dr. Syed Asad Sayeed,Agricultural Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Syed Asim Ali,Information Technology,"University of Karachi, Karachi",Ph.D.
Dr. Syed Azhar Ali,Chemical Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Syed Ehteshamul-Haque,biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Syed Ghulam Musharraf,Chemical Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Syed Inayatullah,Mathematics & Statistics,"University of Karachi, Karachi",Ph.D.
Syed Irtiza Ali,Biological Sciences,"University of Karachi, Karachi",M.Phil
